TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 128, 0.3, 32) AVG: 0.7610203187126265 VAR: 0.00015109556115750224 F1: 0.7598068698931286 SEED: 6399
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 128, 0.3, 32) AVG: 0.7603354622585392 VAR: 0.00043818217831362267 F1: 0.7586482490696116 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 256, 0.3, 32) AVG: 0.7557371403525248 VAR: 0.0003291053098480499 F1: 0.754069328920222 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 512, 0.3, 32) AVG: 0.760347202654895 VAR: 0.000361660273685571 F1: 0.7587042393648225 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 128, 0.5, 32) AVG: 0.7597014808553268 VAR: 0.00044078784719581474 F1: 0.7580497257199875 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 256, 0.5, 32) AVG: 0.7636227732381579 VAR: 0.00045084626572610396 F1: 0.7621794095825728 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 512, 0.5, 32) AVG: 0.7655990732913811 VAR: 0.0005096650413105272 F1: 0.7640765040362789 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 128, 0.7, 32) AVG: 0.767579286810056 VAR: 0.0008315150452215671 F1: 0.766261396865978 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 256, 0.7, 32) AVG: 0.7656069002222847 VAR: 0.0008945613706224021 F1: 0.7644964775835743 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 512, 0.7, 32) AVG: 0.7656069002222847 VAR: 0.00047412930842234355 F1: 0.7640807182271758 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 128, 0.3, 32) AVG: 0.7623156757772143 VAR: 0.0003133909529535604 F1: 0.7604691977995198 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 256, 0.3, 32) AVG: 0.7471744779437086 VAR: 0.00038849767074643205 F1: 0.7459914377404622 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 512, 0.3, 32) AVG: 0.7537608402993018 VAR: 0.00042582169966072525 F1: 0.7510664217528092 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 128, 0.5, 32) AVG: 0.7570598916752762 VAR: 0.00046779037287077396 F1: 0.7550870200832064 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 256, 0.5, 32) AVG: 0.760351116120347 VAR: 0.00047638983369043333 F1: 0.7586272277413505 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 512, 0.5, 32) AVG: 0.7662643624182086 VAR: 0.0004355758661925321 F1: 0.7643425403231192 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 128, 0.7, 32) AVG: 0.75706771860618 VAR: 0.0009458161774903216 F1: 0.7559134639286822 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 256, 0.7, 32) AVG: 0.7590322782630475 VAR: 0.0003217507919687181 F1: 0.756899813228491 SEED: 13064
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 512, 0.7, 32) AVG: 0.7642919758304374 VAR: 0.00035394140691648334 F1: 0.7627802263223589 SEED: 13064
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 128, 0.3, 32) AVG: 0.759693653924423 VAR: 0.0003125594594721561 F1: 0.7586002524993432 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 256, 0.3, 32) AVG: 0.7590244513321437 VAR: 0.0008310580699305834 F1: 0.7579416521745449 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 512, 0.3, 32) AVG: 0.7643115431576971 VAR: 0.00015715337068047475 F1: 0.7628498919190879 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 128, 0.5, 32) AVG: 0.7583904699289314 VAR: 0.00035043924679382363 F1: 0.7569931664934368 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 256, 0.5, 32) AVG: 0.7609968379199148 VAR: 0.0006303992364228423 F1: 0.7600288320995823 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 512, 0.5, 32) AVG: 0.7629966187658496 VAR: 0.00018954283833881559 F1: 0.7619926655493133 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 128, 0.7, 32) AVG: 0.7557645346106884 VAR: 0.0004322085718253648 F1: 0.7546358118743987 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 256, 0.7, 32) AVG: 0.7557410538179768 VAR: 0.000755374366846721 F1: 0.7545209617251879 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 512, 0.7, 32) AVG: 0.7570677186061802 VAR: 0.00024630380079910846 F1: 0.7555398436805056 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 128, 0.3, 32) AVG: 0.7511349049810588 VAR: 0.00021947902347280559 F1: 0.7492211600332777 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 256, 0.3, 32) AVG: 0.7623195892426662 VAR: 0.0002958346049002383 F1: 0.7608336541501459 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 512, 0.3, 32) AVG: 0.7504696158542311 VAR: 0.00042089739959670793 F1: 0.748226726062157 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 128, 0.5, 32) AVG: 0.7590440186594034 VAR: 0.00022979115380249247 F1: 0.7576285687906492 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 256, 0.5, 32) AVG: 0.7550796781566012 VAR: 0.00029222162390467885 F1: 0.7531788785288958 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 512, 0.5, 32) AVG: 0.7570520647443725 VAR: 0.00042650095993640474 F1: 0.7556924007319177 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 128, 0.7, 32) AVG: 0.7511309915156068 VAR: 0.000563733773311288 F1: 0.7495404425002632 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 256, 0.7, 32) AVG: 0.7590596725212111 VAR: 0.00045533147866657047 F1: 0.7571447307120683 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 512, 0.7, 32) AVG: 0.7517884537115305 VAR: 0.00035701572128108577 F1: 0.7501140018378865 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 128, 0.3, 32) AVG: 0.7537608402993018 VAR: 0.0002390868747829781 F1: 0.7520646731587066 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 256, 0.3, 32) AVG: 0.7465131022823329 VAR: 0.0005672137570071991 F1: 0.7432047105366003 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 512, 0.3, 32) AVG: 0.7498160671237594 VAR: 0.00011703615343017802 F1: 0.7468483077777148 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 128, 0.5, 32) AVG: 0.7603589430512507 VAR: 0.00020038741732345049 F1: 0.758458726964161 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 256, 0.5, 32) AVG: 0.7596740865971633 VAR: 0.0004025606802391159 F1: 0.758075697538249 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 512, 0.5, 32) AVG: 0.7550835916220533 VAR: 0.00028203801883278193 F1: 0.7523300063228646 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 128, 0.7, 32) AVG: 0.7518041075733384 VAR: 0.00018522848190167512 F1: 0.7500042109415929 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 256, 0.7, 32) AVG: 0.7583982968598353 VAR: 0.0005952114957781656 F1: 0.7571171818103077 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 512, 0.7, 32) AVG: 0.7452216586831972 VAR: 0.00016602234859815505 F1: 0.7429828754364479 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0001, 128, 0.3, 32) AVG: 0.7583748160671236 VAR: 0.000583284100685777 F1: 0.757027428002994 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0001, 256, 0.3, 32) AVG: 0.7662878432109201 VAR: 0.00045454176508307614 F1: 0.7650192588161947 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0001, 512, 0.3, 32) AVG: 0.7715397138474063 VAR: 0.0006493549353822978 F1: 0.7701812203070919 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0001, 128, 0.5, 32) AVG: 0.7675714598791521 VAR: 0.0010304746253448546 F1: 0.7663769623976874 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0001, 256, 0.5, 32) AVG: 0.7702287029210105 VAR: 0.0005808722917550977 F1: 0.7693031915388857 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0001, 512, 0.5, 32) AVG: 0.7715514542437619 VAR: 0.0005965621136802134 F1: 0.770215325236914 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0001, 128, 0.7, 32) AVG: 0.7583748160671238 VAR: 0.0009646272702195513 F1: 0.7573699499321513 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0001, 256, 0.7, 32) AVG: 0.7695751541905387 VAR: 0.0005293121301934422 F1: 0.7684492168420424 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0001, 512, 0.7, 32) AVG: 0.7774764409379795 VAR: 0.0004880866735837324 F1: 0.7760731904140363 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 128, 0.3, 32) AVG: 0.7636384270999655 VAR: 0.0003022161780015803 F1: 0.7624476891813345 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 256, 0.3, 32) AVG: 0.7642919758304374 VAR: 0.0003383801715100048 F1: 0.7629634457033094 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 512, 0.3, 32) AVG: 0.7649494380263611 VAR: 0.00037195292306579236 F1: 0.7636857280750554 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 128, 0.5, 32) AVG: 0.7636423405654175 VAR: 0.0006267179495824622 F1: 0.7625018316474331 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 256, 0.5, 32) AVG: 0.7675871137409599 VAR: 0.0005555852842195696 F1: 0.76608064400413 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 512, 0.5, 32) AVG: 0.7629809649040418 VAR: 0.0002594176347225838 F1: 0.76131259454854 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 128, 0.7, 32) AVG: 0.7656186406186407 VAR: 0.0009813086602202602 F1: 0.76413749398603 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 256, 0.7, 32) AVG: 0.7616699539776461 VAR: 0.0006128250920933585 F1: 0.7599776886334723 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.0005, 512, 0.7, 32) AVG: 0.7656147271531888 VAR: 0.0003608801780551142 F1: 0.7639826077135319 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 128, 0.3, 32) AVG: 0.7636306001690616 VAR: 0.00036856486127136514 F1: 0.7618737251104263 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 256, 0.3, 32) AVG: 0.7596740865971635 VAR: 0.000790198034275456 F1: 0.7580885119055998 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 512, 0.3, 32) AVG: 0.7452020913559375 VAR: 0.0003011189962251172 F1: 0.7431332476612682 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 128, 0.5, 32) AVG: 0.762323502708118 VAR: 0.0005112322469384653 F1: 0.7607866843596371 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 256, 0.5, 32) AVG: 0.7616621270467424 VAR: 0.00022768133021894163 F1: 0.7603002722979052 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 512, 0.5, 32) AVG: 0.760351116120347 VAR: 0.00018850697867057369 F1: 0.7579954357471559 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 128, 0.7, 32) AVG: 0.7629809649040419 VAR: 0.00027590789087948573 F1: 0.7606679381924192 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 256, 0.7, 32) AVG: 0.7596936539244232 VAR: 0.0004068558926614527 F1: 0.7578033626453791 SEED: 31186
TrainShape:(1182, 768) #EPOCH: ([], 200, only_bert, 0.001, 512, 0.7, 32) AVG: 0.7649572649572648 VAR: 0.00028965075118379444 F1: 0.7635236343993265 SEED: 31186
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 128, 0.3, 32) AVG: 0.7715631946401178 VAR: 0.0004605976755197796 F1: 0.7704760924376794 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 256, 0.3, 32) AVG: 0.7649846592154285 VAR: 0.00023015651349622844 F1: 0.763230354085797 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 512, 0.3, 32) AVG: 0.7643076296922451 VAR: 0.0005331911364187217 F1: 0.7630827895462726 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 128, 0.5, 32) AVG: 0.7577486615948154 VAR: 0.0006295132820481244 F1: 0.7565327894709337 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 256, 0.5, 32) AVG: 0.7702404433173664 VAR: 0.00026431246831901443 F1: 0.7690569876468614 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 512, 0.5, 32) AVG: 0.7636384270999655 VAR: 0.0006365969350907926 F1: 0.7622710934922594 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 128, 0.7, 32) AVG: 0.7629966187658496 VAR: 0.00045538446929954874 F1: 0.7620021634173573 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 256, 0.7, 32) AVG: 0.7564102564102563 VAR: 0.0001863414383463368 F1: 0.7547186983737421 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0001, 512, 0.7, 32) AVG: 0.7616699539776461 VAR: 0.0004569340318034424 F1: 0.760167592838904 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 128, 0.3, 32) AVG: 0.7537686672302057 VAR: 0.00017252108307010009 F1: 0.751912957127561 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 256, 0.3, 32) AVG: 0.7629848783694937 VAR: 0.0002657553450572072 F1: 0.7614554485403495 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 512, 0.3, 32) AVG: 0.7544261294261294 VAR: 0.00032876693555758065 F1: 0.7520564978874744 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 128, 0.5, 32) AVG: 0.7518080210387903 VAR: 0.00018359434879798114 F1: 0.7507847154786345 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 256, 0.5, 32) AVG: 0.7676027676027677 VAR: 0.00024353101232527945 F1: 0.7663013704212057 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 512, 0.5, 32) AVG: 0.7531229454306376 VAR: 0.00029817458548737154 F1: 0.7508581670564393 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 128, 0.7, 32) AVG: 0.7629927053003976 VAR: 0.0006514358132154638 F1: 0.7612307399828347 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 256, 0.7, 32) AVG: 0.7603628565167028 VAR: 0.0002760279927707615 F1: 0.758941395018902 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.0005, 512, 0.7, 32) AVG: 0.7557488807488807 VAR: 0.00037773867316557864 F1: 0.7539252567554904 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 128, 0.3, 32) AVG: 0.7564024294793525 VAR: 0.0004868316226035867 F1: 0.7547558356122999 SEED: 23316
TrainShape:(1182, 869) #EPOCH: ([], 200, bert, 0.001, 256, 0.3, 32) AVG: 0.7504696158542312 VAR: 0.0006314385879593841 F1: 0.7487468106519192 SEED: 23316
