o_body,verdict,o_url
A video shows Bill Clinton saying that his wife Hillary Clinton 'communed' with the spirit of Eleanor Roosevelt.,true,3662
A collector deliberately placed three valuable U.S. coins into circulation in New York in April 2006.,true,3939
A man was blinded for life when his contact lenses fused to his eyes while he was barbecuing.,false,850
A riot broke out after a woman accidentally defecated while administering 'vodka butt shots' on New Year's Eve.,false,2733
An association of pediatricians 'admitted' that HPV vaccine Gardasil causes ovarian 'failure' or cancer.,false,42
A drunk's attempt to escape the long arm of the law goes awry when he drives off from the scene of the arrest in the wrong car.,false,1196
Photographs show a desert memorial constructed to honor the victims of UTA Flight 772.,true,2045
A deceased cattle rancher had an ATM installed in his tombstone to dole out weekly stipends to his heirs.,false,1310
Baseball's championship competition is known as the 'World Series' because it was originally sponsored by the New York World newspaper.,false,3191
Internet users can receive free Sony PlayStation consoles for forwarding an e-mail message to their friends.,false,2028
Sarah Palin told Sean Hannity Alaska has 'all sorts of Eskimos and other foreigners.,false,4029
"In March 2005, investigators discovered the corpse of Michael Jackson buried at his Neverland Ranch, more than four years before he was reported dead.",false,1727
"Placing a raw, cut onion in contact with your foot overnight 'purifies your blood', removes 'toxins', and heals your body.",false,380
"Prayers are requested for Audri King, a 2-year-old Oklahoma girl battling cancer.",true,1614
Costco lied about carrying cage-free eggs in their stores.,false,927
"Mia Khalifa was diagnosed with human immunodeficiency virus, or HIV.",false,400
Women in Germany face the loss of unemployment benefits if they decline to accept work in brothels.,false,3956
The U.S. Army has promoted accused Fort Hood shooter Nidal Hasan and awarded him the Legion of Merit.,false,45
"A video shows an alien that was caught in southern India, near the shared border of Kerala and Karnataka states.",false,2000
85 (or 244) inmates have escaped from a Fijian prison.,false,3730
Photograph shows Barack Obama without his hand over his heart while the U.S. national anthem is being played.,true,2692
'Making a Murderer' subject Steven Avery was found unresponsive in his prison cell.,false,931
Bees are born fully grown.,false,1115
Photograph shows U.S. soldiers forming a giant Statue of Liberty figure.,true,1861
"During the Watergate scandal, President Nixon blamed all of the controversy on the illegality of the actions of leaker 'Deep Throat.",false,3412
Sarah Palin excused Donald Trump's lewd comments by saying 'real men talk dirty.,false,3454
"Prior to condemning flag burning in November 2016, Donald Trump endorsed the act in February 2011.",false,2861
"Marco Polo said: 'The militant Muslim is the person who beheads the infidel, while the moderate Muslim holds the feet of the victim.",false,2842
Facebook will donate money to help a child with cancer every time an appeal for help is liked or shared.,false,2478
A school of killer whales attacked and ate 16 crew members of a Japanese whaling boat.,false,1806
A man known as 'the booty tickler' was arrested in Texas.,false,166
George W. Bush accidentally voted for Barack Obama in the 2012 presidential election.,false,3687
Republicans in Alabama filed a bill which (if passed) would prohibit people who owned cars from receiving food stamps.,false,3227
Scientists at a British university have successfully cloned a dinosaur from preserved fossils.,false,2460
A California Senate bill gives the state the right to seize children from their families,false,634
Photograph shows representatives playing solitaire on their laptop computers during a legislative session.,true,1425
A law in Japan makes it illegal for citizens of that country to be fat.,false,1223
"The American Civil Liberties Union has demanded police in Washington, D.C. disable their body cameras for the duration of inaugural protests in 2017.",false,3974
A historian recently discovered an eyewitness account of Jesus' performing a miracle.,false,2598
A 'killer clown' left a note at an elementary school threatening that 'kids will die' if Halloween is not cancelled.,false,2207
Photograph shows eleven original staff members of Microsoft in 1978.,true,3450
The U.S. Department of Interior sent out an official news release stating that President Obama was reducing the size of the Navajo Reservation.,false,3229
A video shows a hunter getting attacked by a lion while posing with a recent kill.,false,794
Legislation introduced by Republicans during President Trump's first two months in office included bills to: terminate the Environmental Protection Agency; redistribute federal school funding via voucher programs; terminate the Dept. of Education; repeal a wildlife protection rule; repeal the Affordable Care Act; defund Planned Parenthood; establish a national right-to-work law; strip federal funds from sanctuary cities; criminalize abortion; and place new sanctions on Iran.,true,1463
Ted Cruz blamed God for his failed presidential campaign on Twitter.,false,444
Airlines will not pair Christian pilots and co-pilots out of fear that the Rapture will snatch away both crew members capable of landing the flight.,false,2498
"Donald Trump wrote in 'The Art of the Deal' that if you tell people a lie three times, they will believe it.",false,2457
Photos and video clips narrated by a medical doctor demonstrate that Democratic presidential candidate Hillary Clinton likely has Parkinson's disease.,false,956
"In the last ten years no one has died of measles in the U.S., but more than 100 people have died due to the MMR vaccine.",false,2841
Washington state has updated their curriculum standards to include teaching 'transgenderism' to Kindergarteners.,false,2567
Donald Trump paid Sarah Palin $10 million for her endorsement.,false,50
A video shows Israeli Prime Minister Benjamin Netanyahu telling Hillary Clinton that he wants to maximize civilian casualties.,false,2304
Applicant turned down for a college position sends the school a letter declining the rejection.,false,115
A photograph shows a 'super moon' resting atop a radio telescope.,false,3551
An image shows a 'Blood of Jesus on the Cross' flower that only blooms during Holy Week.,false,2343
Photograph depicts fetuses found in a Chinese food restaurant's freezer.,false,1026
Facebook is banning all Christian-themed content but will allow every other religion to share faith-based material on their social network.,false,412
President Obama nominated Elena Kagan for the U.S. Supreme Court as a reward for her help in getting nine challenges to his eligibility dismissed.,false,250
"Donald Trump canceled various White House measures accommodating Islamic prayers in the building, upsetting President Obama.",false,3575
Bill Nye proposed penalizing families with too many children to reduce population growth and slow climate change.,false,3620
A photograph shows Albert Einstein riding a bike while an atomic explosion takes place in the background.,false,3346
"The city of Oxford, Alabama reacted to Target's transgender bathroom policy by making the described use of restrooms by transgender individuals punishable by jail time.",true,2824
Pope Francis told a boy grieving the loss of a pet dog that animals go to heaven.,false,1750
The technician responsible for the lighting failure during the opening ceremonies at Sochi was found dead.,false,1476
A photograph shows a female Muslim TSA agent patting down a nun at an airport.,true,3203
The Wall Street Journal ran Donald Trump stories with opposing headlines on the same day.,true,2254
"Photographs show Dobri Dobrev, a 98-year-old man in Sofia who collects money for the restoration of monasteries and churches.",true,1208
"At a press conference, NFL quarterback Colin Kaepernick wore a T-shirt bearing photos of Malcolm X and communist dictator Fidel Castro.",true,2108
A video shows a mysterious UFO over an airport in Turkey.,false,3674
"Gang initiates ask women for directions, then shoot them.",false,2973
An air show at the U.S. Air Force Academy graduation ceremony was held up because President Obama left early.,false,3427
Comedian Jeff Foxworthy slammed Hillary Clinton and was attacked by liberals.,false,2037
A Colorado school's female students were forced to adhere to 'Sharia rules' when visiting a mosque on a field trip.,false,2417
An astrophysicist warned that a 'newly discovered Planet X' could wipe out all life on Earth as early as April 2016.,false,1054
The 'Dr. Phil Show' guest known as the 'Cash Me Outside' girl committed suicide.,false,1174
The abbreviation 'LOL' means 'Lucifer Our Lord' and is used in prayer by Satanists.,false,2231
"Mark Zuckerberg is giving $1,000 away to Facebook users who refrain from sharing hoaxes.",false,2287
A video shows a time-traveling spectator using a camera phone to take photographs at a Mike Tyson fight back in 1995.,false,1898
Leaked photographs show various Muslim symbols and apparatus in President Obama's White House.,false,960
The Portland City Council voted to allow 'Furries' to use dog parks in the same way that dogs do.,false,1427
The A&E series 'Duck Dynasty' is being threatened by complaints about the show's inclusion of prayer scenes and guns.,false,3321
The Apple iPhone 5s will share user fingerprint data with the FBI and the NSA.,false,2488
Police officer Nakia Jones was fired after expressing her thoughts about police brutality in a viral Facebook live video.,false,2826
Various restaurants around the world were shut down for serving for serving human meat.,false,1386
Did Sam Clovis (a President Trump pick for a U.S. Department of Agriculture science position) called scientists 'dumb' and claimed that dinosaurs never existed.,false,3656
"Changes to immigration policy announced in November 2014 make illegal immigrants eligible to collect amnesty bonuses of up to $24,000.",false,1941
Congressman Ted Yoho said that African-Americans should get only 3/5ths of a vote.,false,2872
Doctors discovered that a pregnant woman's unborn daughter was also pregnant.,false,1335
U.S. President George Washington had wooden teeth.,false,808
Ben & Jerry's is renaming Chubby Hubby flavor ice cream to Hubby Hubby for the month of September 2009 in celebration of the legalization of same-sex marriage in Vermont.,true,578
Image reproduces a test scoresheet showing Sarah Palin's high school grades and SAT scores.,false,1788
Boiling the same water twice will make your water dangerous to drink.,false,2217
"Steven Hildreth Jr. was stopped by police officers for a broken headlight, but was let go with a verbal warning.",true,2520
A virus deadly to dogs has been spreading in the canine population of the U.S.,true,2256
Letter from jailed man results in his family's receiving help with the plowing from the police.,false,3072
Thomas Jefferson wrote that 'the strongest reason for the people to retain the right to keep and bear arms' is to 'protect themselves against tyranny in government.,false,3899
The 'darkest night in 500 years' will take place on 20 December 2016 due to a lunar eclipse.,false,732
It's possible to tattoo the whites of your eyes.,true,3757
A turtle grew into an odd shape after being trapped in a rubber band for years.,true,2453
"Astronaut Buzz Aldrin sent a tweet claiming that humanity was in danger, and that a mysterious 'it' was 'evil itself.",false,792
"During a trip to North Vietnam, Jane Fonda turned smuggled messages from U.S. POWs over to their captors.",false,392
"Safiya Hussaini, a Nigerian woman, has been sentenced to death by stoning for committing adultery.",true,567
Voters need to be cautious when using 'straight ticket' voting in the upcoming presidential election.,true,2801
A Nigerian infant was born with message written on her hands saying Jesus is coming back.,false,2941
"The FDA has updated its warnings for - and recommended limitations on - prescribing a class of antibiotics called fluoroquinolones, citing potentially irreversible side-effects including tendon damage and rupture.",true,3008
Hillary Clinton and John Podesta practice a satanic ritual known as 'spirit cooking.,false,2642
Video clip shows a U.S. Representative putting the 'Homeland Terrorism Preparedness Bill' up for vote in Congress.,false,2115
"The Eric Clapton song 'Tears in Heaven' is a tribute to Conor Clapton, Eric's pre-school son, who died in an accident in 1991.",true,1657
Yahoo has announced it will be shutting down all GeoCities web sites.,true,3507
"Residents of Flint, Michigan have been threatened by CPS with removal of their children if they refuse to pay for contaminated water.",false,2105
Some supermarket chains in Norway have decided to place special identification stickers on products from Israel to protest Israeli actions in their conflict with the Palestinian Authority.,false,2249
Tattoos are banned at all Disney theme parks.,false,2092
The U.S. government is opening gas stations to distribute free gasoline in poor neighborhoods.,false,2002
Donald Trump sent a tweet with the word 'unprecedented' incorrectly spelled 'unpresidented.,true,1327
The Supreme Court ruled 5-3 that schools may not teach Sharia law to students.,false,3957
CNN created 'fake news' and staged protests in which Muslim residents purportedly protested a 3 June 2017 attack in London.,false,1229
Statistics demonstrate that 'Islam will overwhelm Christendom unless Christians recognize the demographic realities and begin reproducing again.,false,764
Three Syrian refugees raped and murdered a 5-year-old girl at knifepoint in Idaho.,false,3538
Article chronicles aspects of Senator Ted Kennedy's life and career.,true,1631
A clown was arrested after police found eleven human bodies stuffed in a freezer at his residence.,false,3452
A photograph shows two Siberian tigers stalking a firefighter in the Washington Cascades.,false,2142
A particular college course of study was labeled 'the toughest' by the Guinness Book of World Records.,false,3510
The state of Florida is 'moving' to undertake a 'full recount' of all 2016 general election votes after 'massive voter fraud' was uncovered.,false,3693
Pranksters briefly changed California's iconic 'Hollywood' sign to read 'Hollyweed.,true,1567
Excerpt reproduces a portion of a commencement address delivered by newsman Ted Koppel.,true,3256
A student was forced to remove his 'Help 4 Heroes' wristband because it might offend Muslims.,false,2835
Photographs show 3D-like sidewalk paintings done in chalk.,true,1385
Newspaper reporters fall for old funny name gags.,true,658
"The Beatles recorded songs entitled 'Colliding Circles,' 'Left Is Right (And Right Is Wrong),' 'Pink Litmus Paper Shirt,' and 'Deckchair,' all of which remain unreleased to this day.",false,1858
"Prayers are requested for Joe William Sheffield, a little boy in Georgia who has cancer.",true,584
Top Obama administration officials watched the Benghazi attack unfold in real-time but did nothing to intervene.,false,1568
The federal insurance exchange web site accidentally entered thousands of people into a sex offender registry.,false,3571
Donald Trump has been banned from entering Canada.,false,2868
A video shows a real farm that gets rainbow cheese from rainbow cows.,false,640
President Obama secretly signaled solidarity to African leaders at the White House using a Muslim hand gesture known as the 'Shahada.,false,3577
"Jacqueline Saburido, the victim of a drunk driving accident, seeks donations to help with the expenses of medical treatment for her extensive injuries.",true,1345
American political consultant Roger Stone has a tattoo of Richard Nixon on his back.,true,3592
Code Pink member Desiree Fairooz was prosecuted for disorderly conduct after she laughed during Attorney General Jeff Sessions's confirmation hearing.,true,3294
"The Clintons charged the Secret Service rent to house the security detail protecting their home in Chappaqua, New York.",false,240
"Due to a shortage of men, Iceland will pay $5,000 per month to immigrants who marry Icelandic women.",false,2898
Juval Aviv correctly predicted upcoming terrorist attacks against the U.K. and the U.S.,false,1398
A 2-year-old boy died a horrible death after ingesting Resolve brand carpet cleaner.,false,882
true,true,704
"Video clip shows a man shooting down a waterslide, flying off a ramp, and landing in a small wading pool.",false,3989
Taping a penny to the site of a bee sting will ease the pain.,false,1526
An image shows the ghost of Paul Walker on the set of the eighth movie in 'The Fast and the Furious' franchise.,false,1307
Service station customers are getting stuck by HIV-loaded syringes affixed to gas pump handles.,false,820
Dunkin' Donuts is distributing a coupon for a free box of donuts to people who complete a short series of steps.,false,1529
Michelle Obama urged Kansas schoolchildren to 'monitor their grandparents for racial intolerance.,false,863
Researchers in North Carolina have created 'the first fully living dinosaur embryo in millions of years' using DNA from chicken skin.,false,1199
Burger King has 'bowed to Sharia law' and will no longer serve bacon at their restaurants.,false,2965
Vietnamese general Vo Nguyen Giap's memoirs pinned U.S. military failure in Vietnam on anti-war reporting in the American media.,false,123
E-mail lists valuable technological innovations brought about by African-American inventors.,true,816
A list of 'You may be a Muslim' jokes originated with comedian Jeff Foxworthy.,false,1949
A Wendy's employee admitted that was putting feces in the restaurant's chili.,false,3886
Coca-Cola spiked with MSG is an aphrodisiac or soporific.,false,2744
A video shows hundreds of people getting knocked over by a giant rotating bar.,false,2617
An Internet-distributed coupon can be redeemed at Red Robin restaurants for a free hamburger and sundae.,false,2939
"The Pigford v. Glickman lawsuit settlement paid out more than $1.25 billion, much of it to fraudulent claimants.",true,2881
"People traveling to the United States under the Visa Waiver Program could be turned away due to new requirements involving biometric passports, or ePassports.",true,285
Kentucky county clerk Kim Davis was seated amongst several same-sex couples at 2016's 'State of the Union' address.,false,3819
Merck is offering to donate $1 to cancer research for every free 'Make the Commitment' bracelet kit ordered from them.,true,1415
Dawn brand dishwashing liquid is significantly more caustic than other brands and erodes the corneas of children's eyes.,false,1395
E-mail lists senators who 'voted against making English the official language of America.,true,88
"A photograph depicts a 'pro-ISIS rally' held in Dearborn, Michigan, in December 2015.",false,1617
President Obama hung a portrait of Hillary Clinton at the White House as part of his 2016 Christmas decorations.,false,2136
Image shows 'smart dust' miniaturized RFID technology developed by Hitachi.,true,1096
Sixty Klan members committed suicide after it was announced that Harriet Tubman's image would be placed on the $20 bill.,false,3540
Amy Schumer will lead an all-female cast in a remake of Saving Private Ryan,false,974
"The town of Clinton, IN, is changing its name to avoid being associated with Hillary Clinton.",false,1983
Kanye West has been dropped as a Pepsi spokesman because of his criticism of President Bush over handling of Hurricane Katrina disaster efforts.,false,1037
Photograph shows a UFO discovered at the bottom of the Baltic Sea.,false,826
Hillary Clinton refused to meet with a contingent of Gold Star mothers.,false,1311
Western Kentucky University will give black students free tuition as part of a program of reparations for slavery,false,3308
"The swine flu vaccine used in the U.S. contains squalene, a dangerous adjuvant.",false,2812
A Gucci ensemble worn by Trump counselor Kellyanne Conway to the inauguration closely resembled a 1970s 'Simplicity' pattern.,false,2373
President Obama has signed an executive order banning the sale of assault weapons.,false,2395
Chumlee from 'Pawn Stars' has passed away.,false,1566
Various rumors about the Target chain of retail stores:,false,2758
"Dangerous cosmic rays will pass near Earth tonight, causing bodily harm if you keep personal electronics near you.",false,3144
Photograph shows a newly-discovered snake species known as the Texas Bonnet Rattlesnake.,false,329
Ivanka Trump disavowed her father Donald Trump during a press conference just before the 2016 presidential election.,false,3298
More people are killed by donkeys every year than die in airplane accidents.,false,133
Brad Pitt died of suicide shortly after Angelina Jolie filed for divorce from him in September 2016.,false,3742
Orthodox jews engage in marital relations through a hole in a sheet.,false,3843
A 'Google bombing' effort has tied the phrase 'miserable failure' to President Bush's biography in the Google search engine.,true,3609
A photograph shows a 'water bending' squirrel.,false,1411
"List catalogs books banned from the Wasilla, Alaska, public library by Mayor Sarah Palin.",false,613
Oprah and Tyler Perry have teamed up for a big-ticket Facebook giveaway.,false,474
Worker who stands too close to microwave radiation is cooked by its rays.,false,1578
A Fairfax County schoolteacher informed a student's mother that her black child was singled out by other students as likely to be deported if Donald Trump were elected.,true,2626
"Walt Disney prepared a film to be viewed by Disney executives after his death, in which he gave them all instructions about how to run their areas of the company.",false,2063
Actor Gabourey Sidibe has died of an 'apparent asthma attack.,false,3692
Rolling Stones guitarist Keith Richards passed away in January 2016.,false,1163
Katy Perry's call for people to 'coexist' after the Manchester bombing has inspired ISIS to lay down its arms.,false,3971
The White House Easter Bunny was sponsored by Paas for the first time in 2017.,false,3641
CNN posted and then deleted an article which defended Bill Maher's use of the n-word.,false,2718
The Ruby Tuesday restaurant chain accidentally demolished a competitor's restaurant.,false,3505
Photographs show the world's largest swimming pool.,true,2388
Alka-Seltzer dramatically increased its sales by instructing consumers to use two tablets instead of one.,true,2562
"Donald Trump 'spilled the beans' on Heidi Cruz, saying that she used to work as a call girl.",false,2956
Members of Led Zeppelin once employed a mud shark on a female groupie.,true,4034
Americans can use their birth certificates to access secret 'strawman' funds.,false,1180
A video shows a 10-year-old Amy Winehouse singing 'What A Difference A Day Makes.,false,1051
Facebook has banned the sale of firearms,true,583
Mondex is planning to replace money with biochips embedded in people's heads and hands.,false,980
Ben & Jerry's outlets are offering free ice cream on 8 April 2014.,true,2162
"Gary Heavin, founder and CEO of the fitness chain Curves, supports pro-life causes.",true,3928
"Martin Savidge of CNN interviews four selfless American marines serving in Iraq, offering them the chance to make phone calls home.",false,1974
The Centers for Disease Control have issued a warning concerning used condoms being repurposed as hairbands.,false,2489
'Poison pill' amendment inserted into Health Care Bill by Senator Reid makes proposed bill unamendable if passed.,false,2665
The Great Wall of China is the only man-made object visible from the moon.,false,3433
A child drowned after jumping into the ocean to see SpongeBob SquarePants.,false,616
"The modern image of Jesus is modeled on Cesare Borgia, a gangster's son.",false,3500
Car headrests were deliberately designed to be removed so that they can be used to smash windows during emergencies.,false,696
"There is a secret card hidden in the 'Bigger, Blacker Box' edition of the Cards Against Humanity card game.",true,3146
"A Darboy Walmart shopper encountered human traffickers using an unexpected menstrual period as a ruse, and a nearby police officer confirmed the interaction was a 'new trick' used to abduct women.",false,3102
An orangutan raped an Irish tourist in Indonesia.,false,2258
Muslim nurses working in the UK may refuse to wash their hands to preserve their modesty under Islamic law.,false,595
British Airways is offering free round-trip travel to London to those who forward an e-mail message to 10 other people.,false,3782
Photographs show a Porsche with the words 'CHEATING BASTARD' keyed into its side.,true,2923
HealthCare.gov was developed on a no-bid contract at a cost overrun of $634 million by a Canadian company selected because they donated $47 million to the Obama campaign and employ Michelle Obama's classmate as a top executive.,false,114
Comedians Bud Abbott and Lou Costello are members of the National Baseball Hall of Fame.,false,525
Sylvester Stallone will tackle the Taliban and Osama bin Laden in Afghanistan in an upcoming Rambo film.,false,2985
"A photograph shows Barack Obama sitting with Malcolm X and Martin Luther King, Jr.",false,2979
A new law makes it illegal for anyone under the age of 16 to ride a hoverboard.,true,3411
Viral image shows a real panda seated next to a human being in the business class section of a jetliner.,false,82
E-mail sent from orbit captures Space Shuttle Columbia astronaut Laurel Clark's final words to her family.,true,523
Female lawmakers unveiled a bill prohibiting the disposal of 'unused semen.,false,3840
Meg White is replacing Rush's drummer Neil Peart.,false,313
Orlando nightclub shooter Omar Mateen's final text to his wife admitted he was gay.,false,803
A Newark woman was arrested for raping and killing her toddler son.,false,3116
Criminals have devised a new cell phone-like gun to fool police officers.,false,799
President Obama demanded a monument to himself because 'there's plenty of monuments dedicated to racist white people.,false,2444
"Donald Trump left a Buffalo Club waiter a $10,000 tip.",false,2694
Eric Trump said his father planned to 'cancel' taxes on wealthy people.,false,2888
Ugg boots are made from sheepskin.,true,2416
List documents 'racist quotes' from radio talk show host Rush Limbaugh.,true,1585
"Every season, whenever the last remaining undefeated NFL team lost its first game, all the surviving members of the 1972 Miami Dolphins opened bottles of champagne in celebration.",false,3221
The Nevada Athletic Commission has voided Floyd Mayweather's boxing victory over Manny Pacquiao.,false,1217
Massachusetts is no longer mailing notifications for driver's license renewals.,true,2310
Map shows how to 'drive across the USA hitting all the major landmarks.,false,2845
Web site will reveal an 'astounding' discovery to the world on 8 March 2003.,false,2724
"Donald Trump, Jr. said that if women can't handle harassment in the workplace, they should teach kindergarten.",true,1691
Betsy DeVos and her family contributed millions of dollars to the campaigns of Republican candidates.,true,3149
Donald Trump mentioned 'seven eleven' rather than 'nine eleven' when referring to the September 11 terrorist attacks.,true,1693
Target's stock crashed because of its transgender bathroom policy.,false,2591
Hillary Clinton's campaign manager Robby Mook deleted most of his tweets due to an FBI investigation.,false,1809
The pilot of missing Malaysia Airlines Flight 370 reappeared in Taiwan two years after the plane disappeared.,false,515
A 'creepy clown' was arrested after massacring 18 individuals in a haunted house attraction.,false,3702
Muslims are planning to hold an 'Islam on Capitol Hill' prayer service at the U.S. Capitol on 25 September 2009.,true,2077
The film The Manchurian Candidate was withdrawn from distribution due to the assassination of John F. Kennedy.,false,1458
A man had his thumbs surgically altered so that he could more easily operate his iPhone.,false,1188
The planned cover for a hip-hop album due to be released in November 2001 depicted an exploding World Trade Center.,true,367
The NCAA is investigating the use of 'skill enhancing drugs' by the 2014 champion UConn Huskies men's basketball team.,false,2660
The damage to the Pentagon on September 11 was caused by something other than a hijacked Boeing 757's being crashed into its side.,false,3387
A video shows an 'army-style Muslim migrants' marching in Germany to show their 'willingness to fight.,false,341
"The Department of Justice (DOJ)'s switchboard is tallying 'Audit the Vote' calls and if enough people call, 2016 election results can be overturned.",false,1135
Pat Robertson asserted the Orlando nightclub shooting was God's punishment for legalizing same-sex marriage.,false,888
Video clip shows a wrench being duplicated by a 3D printer.,true,2361
Two intelligence agencies suspect that President Donald Trump's cell phone is the source of recently leaked information.,false,124
Photographs depict signs marking the sites of 'future internment camps' authorized by President Trump's executive order.,false,3579
"Photograph shows Mohammed Fazl, a Taliban prisoner exchanged for U.S. soldier Bowe Bergdahl, posing with severed heads.",false,25
Hillary Clinton refused to exit her vehicle at an event in Florida after the crowd started chanting 'lock her up.,false,2860
Pat Robertson said disobedient wives should be spanked by their husbands.,false,2959
Congress is 'moving to appoint Barack Obama to a third term' in 2016,false,176
The phone number 1-800-FREE-411 offers free directory assistance service.,true,3572
Account describes Darrell Scott's statement before a House subcommittee on crime.,true,1032
The Federal Emergency Management Agency scheduled a massive earthquake preparedness drill on the same day as the California primary.,false,3890
A TV station was pranked with fake names for pilots involved in an airline crash.,true,3910
Escape artist Harry Houdini died from a ruptured appendix caused by his being punched in the stomach.,false,2
A man lost his testicles while attempting to fill a scuba tank with marijuana smoke.,false,3480
President Lyndon B. Johnson sent a letter to the Smothers Brothers for making Americans laugh by mocking him on their show.,true,33
A number advertised on a Facebook page lets callers 'leave messages' for Santa Claus.,false,878
The Allman Brothers Band's album title Eat a Peach is a reference to Duane Allman's fatal motorcycle accident.,false,1556
Lobsters mate for life.,false,1389
Donald Trump said that he got more military training at prep school than a lot of people who actually joined the military.,true,3040
A prominent meteor shower will be visible in late April 2013.,true,1496
Contoversial pharmaceuticals trader Martin Shkreli was shot and killed.,false,107
A list of 'Communist Rules for Revolution' was discovered by Allied forces in Germany in 1919.,false,2082
A California family was ticketed after holding a Viking funeral at a local lake.,false,2600
The proceeds from a special U.S. postal stamp help fund breast cancer research.,true,1676
A photograph shows Russian soldiers wearing 'exosuits' in Syria.,false,3365
Sending a petition to the United Nations will help prevent a war between the U.S. and Iraq.,false,399
"Hurricane Katrina evacuees brought to Utah arrived bearing drugs and guns and immediately proceeded to sell drugs, attempt rapes, and rebuild street gangs.",false,3215
A series of photographs shows frozen waves off the coast of Nantucket.,true,230
A piece of art depicting a man watering a tree in an attempt to hang himself won a contest for depicting the current era of multiculturalism in Europe.,false,719
The body of a homeless man found in San Diego has been identified as that of Elvis Presley.,false,3242
A photograph shows President Trump and Saudi leaders touching a glowing orb.,true,3495
Pouring Coca-Cola onto a piece of raw pork will cause worms to come crawling out of the meat.,false,3171
"Barack Obama's thesis for Columbia University, entitled 'Aristocracy Reborn,' noted that America's founding fathers 'did not allow for economic freedom.",false,1873
An 1875 report by the Horseless Carriage Committee warned about the dangers of gasoline-fueled vehicles.,false,2183
You can get free air travel on Delta Air Lines for forwarding an e-mail message to your friends.,false,2425
Two students produce a contentious piece of 'cooperative' fiction when forced to work together.,false,3209
Account describes Navy SEALs' funereal tribute to Medal of Honor recipient Mike Monsoor.,true,421
A man sued his bride after seeing her without make-up for the first time.,false,1879
Image depicts a Swedish girl brutally abducted and raped by three refugees.,false,747
Photographs show an 1890 gravestone with an anti-Democratic epitaph.,true,3013
A 7D hologram park in Japan features virtual animals that can be touched by visitors.,false,3815
Police have discovered guns disguised as cell phones.,true,2076
The Department of Defense has cut off sales of spent cartridge cases to U.S. ammunition manufacturers.,true,373
A celebrity guesting on a radio program once announced with bewildered amazement that the following week's featured star would be Sonny Tufts.,false,44
A 2013 immigration reform bill provides young people with free cars to transport them to their jobs.,false,3806
Photographs show a barn full of vintage automobiles discovered by the purchaser of a Portuguese farmhouse.,false,3039
A recall has been issued for store-brand acetaminophen pills manufactured by Perrigo.,true,242
The United Nations will kill all Americans who refuse to turn over their guns.,false,3701
Clear Channel Communications banned their American radio stations from playing specified songs in order to avoid offending listeners.,false,597
"A 'leaked' photograph depicts President Obama in handcuffs, facing charges of wiretapping President Trump.",false,1329
A razor blade discovered in a child's 'footies' (footed pajamas) injured a baby.,true,1550
Bill Gates explains to a waiter why he left a much smaller tip than his son did.,false,3598
Every single person who has cancer has a pH that is too acidic.,false,1999
Tampax Pearl brand tampons have been linked to an outbreak of toxic shock syndrome.,false,1870
Facebook is banning 'amen' posts.,false,857
McDonald's is importing foreign beef for use in its restaurants in the United States and Canada.,true,1333
An Arizona sheriff dismissed prisoners' bellyaching about the heat by pointing out that soldiers serving in Iraq cope with similar conditions.,true,1757
Ted Nugent was killed in a Montana hunting accident.,false,226
Coded images in oil paintings reveal plans for an upcoming 'massive germ attack on the U.S.,false,3908
Scientists have officially declared the Great Barrier Reef to be dead.,false,1924
Wedding guests should refrain from throwing rice at newly-wedded couples because the rice kills birds who eat it.,false,490
A British mother lost custody of her children because she ignored warnings about 'co-sleeping' with her children.,false,3744
"Israel has banned the sale of Heinz brand ketchup, partially due to the product's use of GMO-derived ingredients.",false,1034
Actor Leonardo DiCaprio will portray Martin Luther King in an upcoming film.,false,2873
"Three brothers in Limpopo, South Africa were arrested for raping a crocodile.",false,23
The European Union ordered reporters to not reporting whether a terrorist is Muslim.,false,1937
"Indonesian villagers captured a 49-foot, 983-pound python.",false,2725
A photograph shows a small boy who was handcuffed at Dulles Airport due to temporary immigration restrictions implemented in January 2017.,false,1421
The White House has decreed that its 2013 Christmas trees will be referred to as 'Holiday trees.,false,3055
President Obama ordered a life-sized bronze statue of himself to be permanently installed at the White House.,false,1302
A drug called Progesterex is being used by date rapers to sterilize their victims and thereby prevent identification through paternity.,false,1052
A tote bag bears a slogan poking fun at people who fear Arabic writing.,true,3320
Photographs show a New Jersey monument to the victims of 9/11 that was donated by Russia.,true,787
An ambush near Boston recently killed 72 National Guard troops.,false,2507
Charlotte 'rioters' will lose all government benefits if caught 'looting' during protests after the death of Keith Lamont Scott.,false,2961
Nabisco is producing Red Velvet Oreos for Valentine's Day 2015.,true,2775
Photographs show an undersea restaurant.,true,781
"A new analysis of the residue on common American foods showed high levels of the herbicide glyphosate and Monsanto, the EPA, and the FDA are in cahoots to silence word of the chemical's harmful effects and its high concentration in foods.",false,3964
"E-mail requests birthday cards for Alyssa Bruno, a 5-year-old girl who is battling diffuse pontine glioma.",true,1193
The city of Las Vegas is now powered completely by renewable energy.,true,744
"Prayers are requested for Preston Loyd, a 4-year-old boy who was run over by a lawn mower.",true,2438
Three Doritos factory workers have tested positive for Ebola.,false,1652
Barack Obama said he would replace the U.S. national anthem with the song 'I'd Like to Teach the World to Sing.,false,2378
An autistic artist drew a rendering of the New York skyline from memory after a 20-minute helicopter ride.,true,1468
