Tweet URL,Tweet Content,Relevant Article URL,Article supports the tweet?,Is Tweet Content Valid
https://twitter.com/prat1112001/status/1269223584389492740,"Indigestion Drug to Help Cure Mild COVID-19? After Malaria Treating Hydroxychloroquine, Here's What New Study Says",https://www.nytimes.com/2020/06/03/health/hydroxychloroquine-coronavirus-trump.html,       FALSE,       FALSE 
https://twitter.com/TatoATorres2/status/1271866749005094912,Great move in the right direction!!!LeBron James and Other Stars Form a Voting Rights Group - The New York Times,https://www.nytimes.com/2020/06/10/us/politics/lebron-james-voting-rights.html,TRUE,TRUE
https://twitter.com/Key_says_hi/status/676177974346055680,We can't use solar panels because they drain the sun's energy,https://nationalreport.net/solar-panels-drain-suns-energy-experts-say/,TRUE,FALSE
https://twitter.com/search?q=Turkey%20invaded%20Syria%2C%20supported%20Islamist%20terrorists%2C%20created%20millions%20of%20refugees%20that%20run%20to%20its%20borders%2C%20exploited%20them%2C%20threatened%20Europe%20asking%20for%20money%2C%20and%20now%20they%20are%20sending%20them%20to%20Greece..Disarm&src=typed_query,"Turkey invaded Syria, supported Islamist terrorists, created millions of refugees that run to its borders, exploited them, threatened Europe asking for money, and now they are sending them to Greece..Disarm the Turkish military. International embargo to the Turkish regime now!",https://www.trtworld.com/magazine/in-pictures-turkey-supports-northern-syria-s-response-to-covid-19-35192,         FALSE,        FALSE
https://twitter.com/ISCResearch/status/1271841436783296512,Police cars revolving light #BREAKING – #JAPAN: Magnitude #earthquake 6.7 strikes Northwest of Naze. #Tsunami might possibly!,https://www.hawaiinewsnow.com/2020/06/13/no-tsunami-threat-after-quake-shakes-japan/,TRUE,TRUE
https://twitter.com/LucaDa18/status/1265970731340496901,"Nick Calathes and the Barcelona were already in negotiations with a deal of 5.5 million dollars on the table as @Eurohoopsnet had reported, and according to http://Sport24.gr, the Greek-American guard accepted the deal",https://www.eurohoops.net/en/euroleague/1068643/nick-calathes-barcelona-agree-on-three-year-deal/,         TRUE,         TRUE
https://twitter.com/mazighie/status/1271159949905801217,"Greece’s MoU with Italy ignored the island in the Ionian sea & drew a border over the mainland and gave smaller EEZ to its islands.

Seems Greece has forgotten that its rejection of Libya-Turkey MoU was based on islands have the same rights as mainland regions to an EEZ",https://www.aa.com.tr/en/africa/analysis-strategic-legal-aspects-of-turkey-libya-deal/1673079,          TRUE ,         TRUE 
https://twitter.com/efficacyblog/status/1267507710465056770,"CANNIBAL KILLER SLAUGHTERED AND ATE 23 PIZZA DELIVERY MEN, 6 JEHOVAH WITNESSES, 2 POSTMEN IN PAST 7 YEARS.

Lord deliver us from the enemy of our soul.",https://worldnewsdailyreport.com/cannibal-killer-slaughtered-and-ate-23-pizza-delivery-men-6-jehovah-witnesses-2-postmen-in-past-7-years/,TRUE,FALSE
https://twitter.com/yusufislereng1/status/1249027375477776384,BREAKING: Armenia has requested the help of medical supplies from Turkey.,https://artsakhpress.am/eng/news/124409/foreign-ministry-armenia-has-not-requested-turkey%E2%80%99s-support-in-fighting-coronavirus.html,          FALSE,        FALSE
https://twitter.com/GolferGirl305/status/1271860728958459905,"TRIGGER WARNING: #AtlantaShooting

27 year old Black man falls asleep in his car at Wendy's. They call the cops and they kill him.

Shooting someone in the back running away from you isn't only unlawful but it's cowardly.

Notice 2 of them couldn't even arrest him? Theyre weak AF",https://www.ajc.com/news/crime--law/man-shot-killed-atlanta-police-wendy-drive-thru/rUUFN6yfvgsevgIc2Q7ZkJ/,TRUE,TRUE
https://twitter.com/RaheemKassam/status/1271202888413560832,"BREAKING: Twitter Admits China Used Nearly 200,000 Fake Accounts To Influence Politics, 150x More Than Russia",https://www.nytimes.com/2020/06/11/technology/twitter-chinese-misinformation.html,TRUE,TRUE
https://twitter.com/andreasmoun/status/1269928821073088521,"Byzantine flag placed on Mosque in #Cyprus  

#Cyprus #Greece",https://www.trtworld.com/turkey/turkey-slams-flying-of-byzantine-flag-on-mosque-in-greek-cyprus-37064,TRUE,TRUE
https://twitter.com/JohnRad450/status/1220812641259675654,"I dont have to worry about this but may you should ask for your hair clips after your next cut. 

Hairdresser arrested for making voodoo dolls from customers' hair",https://worldnewsdailyreport.com/hairdresser-arrested-for-making-voodoo-dolls-from-customers-hair/,TRUE,FALSE
https://twitter.com/True_Transfers/status/1267381275633029120,EXCLUSIVE: Sources have confirmed to us that Saul Niguez's @saulniguez new club will be Leeds United. He sees them as the best option now their promotion to the PL is all but confirmed. He rejected Manchester United for the chance to work with Marco Bielsa #saulniguez #lufc #MUFC,https://www.unitedinfocus.com/news/saul-niguez-makes-his-new-club-announcement-to-end-mystery/,        FALSE,       FALSE 
https://twitter.com/HowieCarrShow/status/1183786287322554368,"ABC News ‘slaughter in Syria’ footage appears to come from a Kentucky gun range https://washex.am/2VFomSd FAKE NEWS DU JOUR... FROM THE NETWORK THAT HAS TOMORROW'S HUNTER S. BIDEN ""EXCLUSIVE""",https://www.aa.com.tr/en/fact-check/smear-campaign-of-abc-news-against-turkey-exposed/1613827,       FALSE,       FALSE 
