type,word1,pos1,priorpolarity
0.7,bonkers,JJ,-1.0
0.7,bonkers,NN,-1.0
0.7,bonny,JJ,1.0
0.3,bonus,NN,1.0
0.3,boom,NN,1.0
0.3,booming,JJ,1.0
0.3,boost,JJ,1.0
0.3,boost,VB,1.0
0.7,bore,VB,-1.0
0.7,boredom,NN,-1.0
0.7,boring,JJ,-1.0
0.7,boring,ANY,-1.0
0.7,botch,VB,-1.0
0.7,bother,NN,-1.0
0.7,bother,VB,-1.0
0.7,bothersome,JJ,-1.0
0.7,boundless,JJ,1.0
0.7,bountiful,JJ,1.0
0.7,bowdlerize,VB,-1.0
0.3,boycott,JJ,-1.0
0.3,boycott,NN,-1.0
0.7,brag,NN,0.0
0.7,brag,VB,0.0
0.7,braggart,ANY,-1.0
0.7,braggart,NN,-1.0
0.7,bragger,ANY,-1.0
0.7,bragger,NN,-1.0
0.7,brains,JJ,1.0
0.7,brains,NN,1.0
0.7,brainwash,VB,-1.0
0.7,brainy,JJ,1.0
0.7,brash,JJ,-1.0
0.7,brashly,ANY,-1.0
0.7,brashness,NN,-1.0
0.7,brat,NN,-1.0
0.7,bravado,NN,-1.0
0.7,brave,JJ,1.0
0.7,brave,VB,1.0
0.7,bravery,JJ,1.0
0.7,bravery,NN,1.0
0.7,brazen,ANY,-1.0
0.7,brazenly,ANY,-1.0
0.7,brazenly,ANY,-1.0
0.7,brazenness,NN,-1.0
0.7,brazenness,NN,-1.0
0.3,breach,JJ,-1.0
0.3,breach,NN,-1.0
0.3,break,VB,-1.0
0.7,break-point,JJ,-1.0
0.7,break-point,NN,-1.0
0.3,breakdown,VB,-1.0
0.3,breakthrough,JJ,1.0
0.3,breakthrough,NN,1.0
0.3,breakthroughs,JJ,1.0
0.3,breakthroughs,NN,1.0
0.7,breathlessness,JJ,1.0
0.7,breathlessness,NN,1.0
0.7,breathtaking,JJ,1.0
0.7,breathtakingly,ANY,1.0
0.3,bright,JJ,1.0
0.3,brighten,ANY,1.0
0.3,brightness,NN,1.0
0.3,brilliance,NN,1.0
0.7,brilliant,JJ,1.0
0.7,brilliant,ANY,1.0
0.7,brilliantly,ANY,1.0
0.7,brimstone,JJ,-1.0
0.7,brimstone,NN,-1.0
0.3,brisk,JJ,1.0
0.7,bristle,VB,-1.0
0.3,brittle,JJ,-1.0
0.3,broad,JJ,1.0
0.3,broad-based,JJ,0.0
0.3,broke,JJ,-1.0
0.7,broken-hearted,JJ,-1.0
0.7,brood,VB,-1.0
0.7,brook,VB,1.0
0.3,brotherly,JJ,1.0
0.7,browbeat,VB,-1.0
0.3,bruise,NN,-1.0
0.7,brusque,JJ,-1.0
0.7,brutal,JJ,-1.0
0.7,brutalising,JJ,-1.0
0.7,brutalising,NN,-1.0
0.7,brutalities,ANY,-1.0
0.7,brutalities,NN,-1.0
0.7,brutality,NN,-1.0
0.7,brutalize,VB,-1.0
0.7,brutalizing,JJ,-1.0
0.7,brutally,ANY,-1.0
0.7,brute,NN,-1.0
0.7,brutish,JJ,-1.0
0.3,bug,VB,-1.0
0.3,buckle,VB,-1.0
0.3,bulky,JJ,-1.0
0.3,bull,JJ,1.0
0.3,bull,NN,1.0
0.7,bullies,JJ,-1.0
0.7,bullies,NN,-1.0
0.3,bullish,JJ,1.0
0.3,bullish,NN,1.0
0.7,bully,JJ,-1.0
0.7,bully,NN,-1.0
0.7,bullyingly,ANY,-1.0
0.3,bum,NN,-1.0
0.3,bumpy,JJ,-1.0
0.7,bungle,VB,-1.0
0.7,bungler,ANY,-1.0
0.3,bunk,NN,-1.0
0.3,buoyant,JJ,1.0
0.7,burden,JJ,-1.0
0.7,burden,NN,-1.0
0.7,burdensome,JJ,-1.0
0.7,burdensome,ANY,-1.0
0.7,burdensomely,ANY,-1.0
0.7,burn,VB,-1.0
0.3,busy,JJ,-1.0
0.7,busybody,NN,-1.0
0.3,butcher,VB,-1.0
0.7,butchery,NN,-1.0
0.7,byzantine,JJ,-1.0
0.7,cackle,VB,-1.0
0.7,cajole,VB,-1.0
0.7,calamities,NN,-1.0
0.7,calamitous,JJ,-1.0
0.7,calamitously,ANY,-1.0
0.7,calamity,ANY,-1.0
0.7,calamity,NN,-1.0
0.7,callous,JJ,-1.0
0.3,calm,JJ,1.0
0.3,calm,VB,1.0
0.7,calming,ANY,1.0
0.3,calmness,NN,1.0
0.7,calumniate,VB,-1.0
0.7,calumniation,NN,-1.0
0.7,calumnies,NN,-1.0
0.7,calumnious,JJ,-1.0
0.7,calumniously,ANY,-1.0
0.7,calumny,NN,-1.0
0.3,cancer,NN,-1.0
0.3,cancerous,JJ,-1.0
0.7,candid,JJ,1.0
0.7,candor,NN,1.0
0.7,cannibal,NN,-1.0
0.7,cannibalize,VB,-1.0
0.3,capable,JJ,1.0
0.3,capability,NN,1.0
0.3,capably,JJ,1.0
0.3,capitalize,VB,1.0
0.3,capitulate,VB,-1.0
0.7,capricious,JJ,-1.0
0.7,capriciously,ANY,-1.0
0.7,capriciousness,NN,-1.0
0.3,capsize,VB,-1.0
0.7,captivate,VB,1.0
0.7,captivating,JJ,1.0
0.7,captivation,NN,1.0
0.3,captive,JJ,-1.0
0.3,care,VB,1.0
0.7,carefree,JJ,1.0
0.3,careful,JJ,1.0
0.7,careless,JJ,-1.0
0.7,carelessness,NN,-1.0
0.7,caricature,VB,-1.0
0.7,carnage,NN,-1.0
0.7,carp,VB,-1.0
0.3,cartoon,JJ,-1.0
0.3,cartoon,NN,-1.0
0.7,cartoonish,ANY,-1.0
0.3,cash-strapped,JJ,-1.0
0.7,castigate,VB,-1.0
0.3,casualty,NN,-1.0
0.7,cataclysm,NN,-1.0
0.7,cataclysmal,JJ,-1.0
0.7,cataclysmic,JJ,-1.0
0.7,cataclysmically,ANY,-1.0
0.7,catalyst,JJ,1.0
0.7,catalyst,NN,1.0
0.7,catastrophe,ANY,-1.0
0.7,catastrophe,NN,-1.0
0.7,catastrophes,NN,-1.0
0.7,catastrophic,JJ,-1.0
0.7,catastrophic,ANY,-1.0
0.7,catastrophically,ANY,-1.0
0.7,catchy,JJ,1.0
0.7,caustic,JJ,-1.0
0.7,caustically,ANY,-1.0
0.7,cautionary,JJ,-1.0
0.3,cautious,JJ,-1.0
0.3,cave,VB,-1.0
0.3,ceaseless,JJ,0.0
0.7,celebrate,VB,1.0
0.7,celebrated,JJ,1.0
0.7,celebration,NN,1.0
0.7,celebratory,ANY,1.0
0.3,celebrity,NN,1.0
0.7,censure,JJ,-1.0
0.7,censure,NN,-1.0
0.7,censure,VB,-1.0
0.3,central,JJ,0.0
0.3,certain,ANY,0.0
0.7,certainly,ANY,0.0
0.3,certified,JJ,0.0
0.7,chafe,VB,-1.0
0.7,chaff,VB,-1.0
0.7,chagrin,NN,-1.0
0.7,chagrin,VB,-1.0
0.3,challenge,NN,-1.0
0.3,challenge,VB,-1.0
0.3,challenging,JJ,-1.0
0.3,champion,JJ,1.0
0.3,champion,ANY,1.0
0.3,champ,NN,1.0
0.3,champion,NN,1.0
0.3,chant,JJ,0.0
0.3,chant,NN,0.0
0.7,chaos,NN,-1.0
0.7,chaotic,JJ,-1.0
0.7,charisma,NN,-1.0
0.7,charismatic,JJ,1.0
0.3,charitable,JJ,1.0
0.3,charitable,NN,1.0
0.3,charity,NN,1.0
0.7,charm,JJ,1.0
0.7,charm,NN,1.0
0.7,charm,VB,1.0
0.7,charming,JJ,1.0
0.7,charming,ANY,1.0
0.7,charmingly,JJ,1.0
0.7,chaste,JJ,1.0
0.7,chasten,VB,-1.0
0.7,chastise,VB,-1.0
0.7,chastisement,ANY,-1.0
0.7,chatter,VB,-1.0
0.7,chatterbox,ANY,-1.0
0.7,cheapen,VB,-1.0
0.7,cheap,JJ,-1.0
0.7,cheat,NN,-1.0
0.7,cheat,VB,-1.0
0.7,cheater,ANY,-1.0
0.7,cheer,NN,1.0
0.7,cheer,VB,1.0
0.7,cheery,JJ,1.0
0.7,cheerful,JJ,1.0
0.7,cheerless,JJ,-1.0
0.7,cherish,VB,1.0
0.7,cherished,JJ,1.0
0.7,cherub,NN,1.0
0.7,chic,JJ,1.0
0.7,chide,VB,-1.0
0.7,childish,JJ,-1.0
0.3,chill,VB,-1.0
0.3,chilly,JJ,-1.0
0.7,chit,ANY,-1.0
0.7,chivalry,NN,1.0
0.7,chivalrous,JJ,1.0
0.3,choppy,JJ,-1.0
0.3,choke,VB,-1.0
0.3,chore,NN,-1.0
0.3,chronic,JJ,-1.0
0.3,chum,NN,1.0
0.7,civility,NN,1.0
0.3,civilization,NN,1.0
0.3,civilize,JJ,1.0
0.3,civilize,VB,1.0
0.3,civil,JJ,1.0
0.3,claim,ANY,0.0
0.3,clamor,NN,-1.0
0.3,clamorous,JJ,-1.0
0.3,clandestine,JJ,0.0
0.3,clarity,JJ,1.0
0.3,clash,JJ,-1.0
0.3,clash,NN,-1.0
0.3,classic,NN,1.0
0.3,clean,JJ,1.0
0.3,cleanliness,NN,1.0
0.3,cleanse,VB,1.0
0.3,clear,ANY,1.0
0.7,clear-cut,JJ,1.0
0.7,clearer,JJ,1.0
0.7,clearer,NN,1.0
0.7,clearly,ANY,1.0
0.7,clever,JJ,1.0
0.7,cliche,ANY,-1.0
0.7,cliched,ANY,-1.0
0.3,clique,NN,-1.0
0.3,clog,VB,-1.0
0.3,close,JJ,-1.0
0.7,closeness,JJ,1.0
0.7,closeness,NN,1.0
0.7,cloud,VB,-1.0
0.7,clout,JJ,1.0
0.7,clout,NN,1.0
0.7,clumsy,JJ,-1.0
0.3,co-operation,JJ,1.0
0.3,co-operation,NN,1.0
0.3,coarse,JJ,-1.0
0.7,coax,VB,1.0
0.7,cocky,JJ,-1.0
0.3,coddle,VB,1.0
0.7,coerce,VB,-1.0
0.7,coercion,NN,-1.0
0.7,coercive,JJ,-1.0
0.7,cogent,JJ,1.0
0.3,cohesive,JJ,1.0
0.7,cogitate,VB,0.0
0.3,cognizance,JJ,0.0
0.3,cognizance,NN,0.0
0.7,cognizant,NN,0.0
0.3,cohere,VB,1.0
0.7,coherence,JJ,1.0
0.7,coherence,NN,1.0
0.3,coherent,JJ,1.0
0.3,cohesion,NN,1.0
0.3,cohesive,JJ,1.0
0.3,cold,JJ,-1.0
0.7,coldly,RB,-1.0
0.3,collapse,JJ,-1.0
0.3,collapse,VB,-1.0
0.3,collide,VB,-1.0
0.7,collude,VB,-1.0
0.7,collusion,NN,-1.0
0.3,colorful,JJ,1.0
0.3,colossal,JJ,1.0
0.3,combative,JJ,-1.0
0.3,comeback,JJ,1.0
0.3,comeback,NN,1.0
0.3,comedy,NN,-1.0
0.3,comedy,JJ,-1.0
0.7,comely,JJ,1.0
0.3,comfort,VB,1.0
0.3,comfortable,JJ,1.0
0.3,comfortable,NN,1.0
0.3,comfortably,RB,1.0
0.7,comforting,ANY,1.0
0.3,comical,JJ,-1.0
0.7,commend,VB,1.0
0.7,commendable,JJ,1.0
0.7,commendably,RB,1.0
0.3,commensurate,JJ,1.0
0.3,commonsense,NN,1.0
0.3,commonsensible,JJ,1.0
0.3,commonsensibly,RB,1.0
0.3,commonsensical,JJ,1.0
0.3,comment,JJ,0.0
0.3,comment,NN,0.0
0.3,commentator,JJ,0.0
0.3,commentator,NN,0.0
0.3,commodious,JJ,1.0
0.7,commiserate,VB,-1.0
0.3,commitment,JJ,1.0
0.3,commitment,NN,1.0
0.3,commonplace,JJ,-1.0
0.7,commotion,JJ,-1.0
0.7,commotion,NN,-1.0
0.3,compact,JJ,1.0
0.7,compassion,NN,1.0
0.7,compassionate,JJ,1.0
0.3,compatible,JJ,1.0
0.3,compatible,NN,1.0
0.7,compel,VB,-1.0
0.7,compelling,JJ,1.0
0.7,compelling,NN,1.0
0.7,compensate,VB,1.0
0.3,competent,JJ,1.0
0.3,competence,NN,1.0
0.3,competency,NN,1.0
0.3,competitive,JJ,1.0
0.3,competitive,NN,1.0
0.3,competitiveness,ANY,1.0
0.7,complacent,JJ,-1.0
0.7,complacent,NN,-1.0
0.7,complain,VB,-1.0
0.7,complaining,JJ,-1.0
0.7,complaining,NN,-1.0
0.7,complaint,NN,-1.0
0.7,complaints,JJ,-1.0
0.7,complaints,NN,-1.0
0.7,complement,NN,1.0
0.3,complement,VB,1.0
0.3,complete,JJ,0.0
0.3,completely,RB,0.0
0.3,complex,JJ,-1.0
0.7,compliant,JJ,1.0
0.7,compliant,NN,1.0
0.3,complicate,VB,-1.0
0.3,complicated,JJ,-1.0
0.3,complication,NN,-1.0
0.7,complicit,JJ,-1.0
0.7,compliment,VB,1.0
0.7,complimentary,ANY,1.0
0.7,comprehend,VB,0.0
0.3,comprehensive,JJ,1.0
0.3,compromise,JJ,1.0
0.3,compromise,NN,1.0
0.3,compromise,VB,1.0
0.3,compromises,JJ,1.0
0.3,compromises,NN,1.0
0.7,compulsion,NN,-1.0
0.7,compulsive,JJ,-1.0
0.3,compulsory,JJ,-1.0
0.7,comrades,JJ,1.0
0.7,comrades,NN,1.0
0.7,concede,VB,-1.0
0.7,conceit,NN,-1.0
0.7,conceited,JJ,-1.0
0.7,conceivable,JJ,1.0
0.7,conceivable,NN,1.0
0.7,concern,JJ,-1.0
0.7,concern,NN,-1.0
0.3,concern,VB,-1.0
0.7,concerned,ANY,-1.0
0.3,concerning,JJ,0.0
0.3,concerning,NN,0.0
0.7,concerns,JJ,-1.0
0.7,concerns,NN,-1.0
0.3,concerted,JJ,0.0
0.3,concession,JJ,-1.0
0.3,concession,NN,-1.0
0.3,concessions,JJ,-1.0
0.3,concessions,NN,-1.0
0.7,conciliate,VB,1.0
0.7,conciliatory,JJ,1.0
0.3,conclusive,JJ,1.0
0.3,concrete,JJ,1.0
0.7,concur,VB,1.0
0.7,condescend,VB,-1.0
0.7,condescending,JJ,-1.0
0.7,condescendingly,RB,-1.0
0.7,condescension,NN,-1.0
0.7,condemn,ANY,-1.0
0.7,condemn,VB,-1.0
0.7,condemnable,JJ,-1.0
0.7,condemnation,NN,-1.0
0.7,condolence,NN,-1.0
0.7,condolences,JJ,-1.0
0.7,condolences,NN,-1.0
0.7,condone,VB,1.0
0.3,conducive,JJ,1.0
0.3,conducive,NN,1.0
0.3,confer,VB,1.0
0.7,confess,VB,-1.0
0.7,confession,NN,-1.0
0.7,confessions,JJ,-1.0
0.7,confessions,NN,-1.0
0.7,confide,VB,0.0
0.7,confidence,JJ,1.0
0.7,confidence,NN,1.0
0.7,confident,JJ,1.0
0.3,conflict,JJ,-1.0
0.3,conflict,NN,-1.0
0.3,confound,ANY,-1.0
0.3,confound,VB,-1.0
0.3,confounded,ANY,-1.0
0.3,confounding,ANY,-1.0
0.3,confront,VB,-1.0
0.7,confrontation,JJ,-1.0
0.7,confrontation,NN,-1.0
0.3,confrontational,JJ,-1.0
0.7,confuse,VB,-1.0
0.7,confused,ANY,-1.0
0.7,confusing,JJ,-1.0
0.7,confusing,ANY,-1.0
0.7,confusion,JJ,-1.0
0.7,confusion,NN,-1.0
0.7,confute,VB,1.0
0.7,congenial,JJ,1.0
0.3,congested,JJ,-1.0
0.3,congestion,NN,-1.0
0.7,congratulate,VB,1.0
0.7,congratulations,JJ,1.0
0.7,congratulations,NN,1.0
0.7,congratulatory,ANY,1.0
0.7,conjecture,VB,0.0
0.3,conquer,VB,1.0
0.3,conscience,JJ,0.0
0.3,conscience,NN,1.0
0.7,conscientious,JJ,1.0
0.3,consciousness,JJ,0.0
0.3,consciousness,NN,0.0
0.7,consensus,NN,1.0
0.7,consent,VB,1.0
0.7,consequently,ANY,0.0
0.7,consider,VB,0.0
0.7,considerable,JJ,0.0
0.7,considerably,ANY,0.0
0.7,considerate,JJ,1.0
0.3,consideration,JJ,0.0
0.3,consideration,NN,0.0
0.3,consistent,JJ,1.0
0.3,console,VB,1.0
0.7,conspicuous,JJ,-1.0
0.7,conspicuous,NN,-1.0
0.7,conspicuously,ANY,-1.0
0.3,conspiracies,JJ,-1.0
0.3,conspiracies,NN,-1.0
0.3,conspiracy,JJ,-1.0
0.3,conspiracy,NN,-1.0
0.7,conspirator,JJ,-1.0
0.7,conspirator,NN,-1.0
0.7,conspiratorial,ANY,-1.0
0.7,conspire,VB,-1.0
0.7,constancy,NN,1.0
0.7,consternation,NN,-1.0
0.3,constitutions,JJ,0.0
0.3,constitutions,NN,0.0
0.3,constrain,VB,-1.0
0.3,constraint,NN,-1.0
0.3,constructive,JJ,1.0
0.3,constructive,JJ,1.0
0.3,constructive,NN,1.0
0.3,consume,VB,-1.0
0.7,consummate,JJ,1.0
0.3,contagious,JJ,-1.0
0.3,contaminate,VB,-1.0
0.3,contamination,NN,-1.0
0.7,contemplate,VB,0.0
0.7,contempt,NN,-1.0
0.7,contemptible,JJ,-1.0
0.7,contemptuous,JJ,-1.0
0.7,contemptuously,ANY,-1.0
0.7,contend,VB,-1.0
0.7,content,JJ,1.0
0.3,content,VB,1.0
0.7,contention,NN,-1.0
0.7,contentment,NN,1.0
0.7,contentious,JJ,-1.0
0.7,contentious,NN,-1.0
0.3,continuity,NN,1.0
0.3,continuous,JJ,0.0
0.7,contort,VB,-1.0
0.7,contortions,JJ,-1.0
0.7,contortions,NN,-1.0
0.7,contradict,VB,-1.0
0.7,contradiction,NN,-1.0
0.7,contradictory,JJ,-1.0
0.7,contrariness,ANY,-1.0
0.7,contrary,JJ,-1.0
0.7,contravene,VB,-1.0
0.3,contribution,JJ,1.0
0.3,contribution,NN,1.0
0.7,contrive,VB,-1.0
0.7,contrived,ANY,-1.0
0.3,controversial,JJ,-1.0
0.3,controversial,NN,-1.0
0.3,controversy,JJ,-1.0
0.3,controversy,NN,-1.0
0.3,convenient,JJ,1.0
0.7,convenient,ANY,1.0
0.7,conveniently,ANY,1.0
0.3,conviction,JJ,1.0
0.3,conviction,NN,1.0
0.3,convince,VB,1.0
0.7,convincing,JJ,1.0
0.7,convincing,NN,1.0
0.7,convincingly,ANY,1.0
0.7,convoluted,JJ,-1.0
0.3,cooperate,VB,1.0
0.3,cooperation,JJ,1.0
0.3,cooperation,NN,1.0
0.3,cooperative,JJ,1.0
0.3,cooperatively,RB,1.0
0.3,coping,JJ,-1.0
0.3,coping,NN,-1.0
0.3,cordial,JJ,1.0
0.7,cornerstone,JJ,1.0
0.7,cornerstone,NN,1.0
0.3,correct,JJ,1.0
0.3,correct,ANY,1.0
0.3,corrective,JJ,0.0
0.7,correctly,ANY,1.0
0.3,corrode,VB,-1.0
0.3,corrosion,NN,-1.0
0.3,corrosive,JJ,-1.0
0.7,corrupt,JJ,-1.0
0.7,corrupt,VB,-1.0
0.7,corruption,NN,-1.0
0.3,cost-effective,JJ,1.0
0.3,cost-saving,JJ,1.0
0.3,costly,JJ,-1.0
0.3,could,ANY,0.0
0.7,counterproductive,JJ,-1.0
0.7,coupists,JJ,-1.0
0.7,coupists,NN,-1.0
0.7,courage,JJ,1.0
0.7,courage,NN,1.0
0.7,courageous,JJ,1.0
0.7,courageously,ANY,1.0
0.7,courageousness,NN,1.0
0.7,court,VB,1.0
0.7,courteous,JJ,1.0
0.7,courtesy,NN,1.0
0.7,courtly,JJ,1.0
0.3,covenant,NN,1.0
0.3,covert,JJ,0.0
0.7,covet,VB,0.0
0.7,coveting,JJ,0.0
0.7,covetingly,ANY,0.0
0.7,covetous,JJ,-1.0
0.7,covetous,ANY,-1.0
0.7,covetously,ANY,0.0
0.3,cow,VB,-1.0
0.7,coward,NN,-1.0
0.7,cowardly,ANY,-1.0
0.7,cozy,JJ,1.0
0.3,crackdown,JJ,-1.0
0.3,crackdown,NN,-1.0
0.7,crafty,JJ,-1.0
0.3,cramped,JJ,-1.0
0.7,cranky,JJ,-1.0
0.7,crass,JJ,-1.0
0.7,crave,VB,1.0
0.7,craven,ANY,-1.0
0.7,cravenly,ANY,-1.0
0.7,craving,NN,1.0
0.7,craze,NN,-1.0
0.7,crazily,ANY,-1.0
0.7,craziness,NN,-1.0
0.7,crazy,ANY,-1.0
0.7,creative,JJ,1.0
0.7,credence,JJ,1.0
0.7,credence,NN,1.0
0.7,credible,JJ,1.0
0.7,credulous,JJ,-1.0
0.3,crime,NN,-1.0
0.3,criminal,NN,-1.0
0.7,cringe,VB,-1.0
0.7,cripple,VB,-1.0
0.7,crippling,JJ,-1.0
0.3,crisis,JJ,-1.0
0.3,crisis,NN,-1.0
0.3,crisp,JJ,1.0
0.7,critic,NN,-1.0
0.7,critical,ANY,-1.0
0.7,criticism,JJ,-1.0
0.7,criticism,NN,-1.0
0.7,criticisms,JJ,-1.0
0.7,criticisms,NN,-1.0
0.7,criticize,VB,-1.0
0.7,critics,JJ,-1.0
0.7,critics,NN,-1.0
0.7,crook,NN,-1.0
0.7,crooked,JJ,-1.0
0.7,cross,JJ,-1.0
0.3,crowded,JJ,-1.0
0.3,crude,JJ,-1.0
0.7,cruel,JJ,-1.0
0.7,cruelties,NN,-1.0
0.7,cruelty,NN,-1.0
0.3,crumble,VB,-1.0
0.3,crumple,VB,-1.0
0.7,crusade,JJ,1.0
0.7,crusade,NN,1.0
0.7,crusader,NN,1.0
0.3,crush,VB,-1.0
0.3,crushing,JJ,-1.0
0.7,cry,VB,-1.0
0.7,culpable,JJ,-1.0
0.7,cuplrit,NN,-1.0
0.7,cumbersome,JJ,-1.0
0.7,cure-all,JJ,1.0
0.7,cure-all,NN,1.0
0.7,curious,ANY,1.0
0.7,curiously,ANY,1.0
0.7,curse,NN,-1.0
0.7,curse,VB,-1.0
0.7,cursed,JJ,-1.0
0.7,cursed,ANY,-1.0
0.7,curses,NN,-1.0
0.3,cursory,JJ,-1.0
0.3,curt,JJ,-1.0
0.7,cuss,VB,-1.0
0.3,cut,VB,-1.0
0.7,cute,JJ,1.0
0.7,cutthroat,JJ,-1.0
0.7,cynical,JJ,-1.0
0.7,cynicism,NN,-1.0
0.3,damage,NN,-1.0
0.3,damage,VB,-1.0
0.3,damaging,JJ,-1.0
0.7,damn,JJ,-1.0
0.7,damn,NN,-1.0
0.7,damn,VB,-1.0
0.7,damnable,ANY,-1.0
0.7,damnably,ANY,-1.0
0.7,damnation,ANY,-1.0
0.7,damned,ANY,-1.0
0.7,damning,ANY,-1.0
0.3,dance,NN,1.0
0.3,dance,VB,1.0
0.3,danger,JJ,-1.0
0.3,danger,NN,-1.0
0.3,dangerous,JJ,-1.0
0.7,dangerousness,JJ,-1.0
0.7,dangerousness,NN,-1.0
0.7,dangle,VB,-1.0
0.7,dare,VB,1.0
0.7,daring,ANY,1.0
0.7,daringly,ANY,1.0
0.3,dark,JJ,-1.0
0.3,darken,VB,-1.0
0.3,darkness,NN,-1.0
0.7,darling,ANY,1.0
0.7,darn,ANY,-1.0
0.3,dash,VB,-1.0
0.7,dashing,JJ,1.0
0.7,dastard,NN,-1.0
0.7,dastardly,ANY,-1.0
0.7,daunt,VB,-1.0
0.7,daunting,ANY,-1.0
0.7,dauntingly,ANY,-1.0
0.7,dauntless,JJ,1.0
0.7,dawdle,VB,-1.0
0.3,dawn,VB,1.0
0.7,daydream,VB,1.0
0.7,daydreamer,ANY,1.0
0.7,daze,VB,-1.0
0.7,dazed,JJ,-1.0
0.7,dazzle,VB,1.0
0.7,dazzled,JJ,1.0
0.7,dazzling,ANY,1.0
0.3,dead,JJ,-1.0
0.7,deadbeat,JJ,-1.0
0.7,deadlock,NN,-1.0
0.7,deadlock,VB,-1.0
0.3,deadly,JJ,-1.0
0.7,deadweight,JJ,-1.0
0.3,deaf,JJ,-1.0
0.3,deal,NN,1.0
0.7,dear,JJ,1.0
0.7,dearth,NN,-1.0
0.3,death,NN,-1.0
0.7,debacle,NN,-1.0
0.7,debase,VB,-1.0
0.7,debasement,NN,-1.0
0.7,debaser,NN,-1.0
0.7,debatable,ANY,-1.0
0.7,debate,VB,-1.0
0.7,debauch,VB,-1.0
0.7,debaucher,NN,-1.0
0.7,debauchery,NN,-1.0
0.3,debilitate,VB,-1.0
0.3,debilitating,JJ,-1.0
0.3,debility,NN,-1.0
0.7,decadence,NN,-1.0
0.7,decadent,JJ,-1.0
0.7,decay,NN,-1.0
0.7,decay,VB,-1.0
0.7,decayed,ANY,-1.0
0.7,deceit,NN,-1.0
0.7,deceitful,ANY,-1.0
0.7,deceitfully,ANY,-1.0
0.7,deceitfulness,ANY,-1.0
0.7,deceiving,JJ,-1.0
0.7,deceive,VB,-1.0
0.7,deceiver,NN,-1.0
0.7,deceivers,NN,-1.0
0.3,decent,JJ,1.0
0.3,decency,NN,1.0
0.7,deception,JJ,-1.0
0.7,deception,NN,-1.0
0.7,deceptive,JJ,-1.0
0.7,deceptive,NN,-1.0
0.7,deceptively,ANY,-1.0
0.3,decide,VB,0.0
0.3,decisive,JJ,1.0
0.3,decisiveness,JJ,1.0
0.3,decisiveness,NN,1.0
0.7,declaim,VB,-1.0
0.3,decline,NN,-1.0
0.3,decline,VB,-1.0
0.3,declining,JJ,-1.0
0.3,decrease,NN,-1.0
0.3,decrease,VB,-1.0
0.3,decreasing,JJ,-1.0
0.3,decrement,NN,-1.0
0.7,decrepit,JJ,-1.0
0.7,decrepitude,NN,-1.0
0.7,decry,VB,-1.0
0.7,dedicated,JJ,1.0
0.7,deduce,VB,0.0
0.3,deep,JJ,0.0
0.3,deep,NN,-1.0
0.7,deeply,ANY,0.0
0.7,deepening,JJ,-1.0
0.7,deepening,NN,-1.0
0.7,defamation,NN,-1.0
0.7,defamations,NN,-1.0
0.7,defamatory,ANY,-1.0
0.7,defame,VB,-1.0
0.3,defeat,NN,-1.0
0.3,defeat,VB,-1.0
0.3,defect,NN,-1.0
0.7,defective,JJ,-1.0
0.3,defend,VB,1.0
0.7,defender,JJ,1.0
0.7,defender,NN,1.0
0.3,defensive,JJ,-1.0
0.7,deference,NN,1.0
0.3,defense,NN,1.0
0.7,defiance,JJ,-1.0
0.7,defiance,NN,-1.0
0.7,defiant,JJ,-1.0
0.7,defiantly,ANY,-1.0
0.3,deficiency,NN,-1.0
0.3,deficient,JJ,-1.0
0.7,defile,VB,-1.0
0.7,defiler,NN,-1.0
0.3,definite,JJ,1.0
0.3,definitely,ANY,1.0
0.3,definitive,JJ,1.0
0.3,definitive,NN,1.0
0.7,definitively,ANY,1.0
0.3,deflationary,JJ,1.0
0.3,deform,VB,-1.0
0.3,deformed,JJ,-1.0
0.7,defrauding,JJ,-1.0
0.7,defrauding,NN,-1.0
0.7,deft,JJ,1.0
0.7,defunct,JJ,-1.0
0.7,defy,VB,-1.0
0.7,degenerate,JJ,-1.0
0.7,degenerate,VB,-1.0
0.7,degenerately,ANY,-1.0
0.7,degeneration,NN,-1.0
0.7,degradation,NN,-1.0
0.7,degrade,VB,-1.0
0.7,degrading,JJ,-1.0
0.7,degradingly,ANY,-1.0
0.7,dehumanization,NN,-1.0
0.7,dehumanize,VB,-1.0
0.7,deign,VB,-1.0
0.7,deject,VB,-1.0
0.7,dejected,JJ,-1.0
0.7,dejectedly,JJ,-1.0
0.7,dejection,NN,-1.0
0.7,delectable,JJ,1.0
0.3,delicacy,NN,1.0
0.3,delicate,JJ,1.0
0.7,delicious,JJ,1.0
0.7,delight,NN,1.0
0.7,delight,VB,1.0
0.7,delighted,JJ,1.0
0.7,delightful,JJ,1.0
0.7,delightful,ANY,1.0
0.7,delightfully,ANY,1.0
0.7,delightfulness,NN,1.0
0.3,delinquency,NN,-1.0
0.3,delinquent,JJ,-1.0
0.7,delirious,JJ,-1.0
0.7,delirium,NN,-1.0
0.7,delude,VB,-1.0
0.7,deluded,JJ,-1.0
0.3,deluge,NN,-1.0
0.7,delusion,JJ,-1.0
0.7,delusion,NN,-1.0
0.7,delusional,JJ,-1.0
0.7,delusional,ANY,-1.0
0.7,delusions,JJ,-1.0
0.7,delusions,NN,-1.0
0.3,demand,JJ,0.0
0.3,demand,NN,0.0
0.7,demand,VB,0.0
